PdId,IncidntNum,Incident Code,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,location,SF Find Neighborhoods 2 2,Current Police Districts 2 2,Current Supervisor Districts 2 2,Analysis Neighborhoods 2 2,DELETE - Fire Prevention Districts 2 2,DELETE - Police Districts 2 2,DELETE - Supervisor Districts 2 2,DELETE - Zip Codes 2 2,DELETE - Neighborhoods 2 2,DELETE - 2017 Fix It Zones 2 2,Civic Center Harm Reduction Project Boundary 2 2,Fix It Zones as of 2017-11-06  2 2,DELETE - HSOC Zones 2 2,Fix It Zones as of 2018-02-07 2 2,"CBD, BID and GBD Boundaries as of 2017 2 2","Areas of Vulnerability, 2016 2 2",Central Market/Tenderloin Boundary 2 2,Central Market/Tenderloin Boundary Polygon - Updated 2 2,HSOC Zones as of 2018-06-05 2 2,OWED Public Spaces 2 2,Neighborhoods 2
17001715906244,170017159,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/06/2017,22:45,SOUTHERN,,500 Block of MISSION ST,-122.39891258187535,37.78862873206535,POINT (-122.39891258187535 37.78862873206535),32,1,10,8,12,2,9,28855,6,,,,,,3,1,,,,,32
16606328306244,166063283,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,03/16/2016,00:04,NORTHERN,,CALIFORNIA ST / STEINER ST,-122.43548862411889,37.78869519905431,POINT (-122.43548862411889 37.78869519905431),103,4,6,30,13,9,1,29490,27,,,,,,,1,,,,,103
17100302006244,171003020,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,12/11/2017,20:00,RICHMOND,,19TH AV / GEARY BL,-122.47830550328678,37.780381016960185,POINT (-122.47830550328678 37.780381016960185),,8,4,29,11,6,2,55,26,,,,,,,1,,,,,
17012527926170,170125279,26170,OTHER OFFENSES,PROBATION VIOLATION,Monday,02/13/2017,12:37,MISSION,"ARREST, BOOKED",3300 Block of 18TH ST,-122.41882054233565,37.76192348010788,POINT (-122.41882054233565 37.76192348010788),53,3,2,20,8,4,7,28859,19,13,,15,3,15,,2,,,3,,53
16023819927090,160238199,27090,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Monday,03/21/2016,19:10,SOUTHERN,,1000 Block of MISSION ST,-122.40979519450484,37.78003562683942,POINT (-122.40979519450484 37.78003562683942),32,1,10,34,14,2,9,28853,34,24,1,6,1,6,7,2,1,1,1,,32
17622500306244,176225003,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,08/30/2017,12:45,NORTHERN,,CLAY ST / POLK ST,-122.421056878203,37.792384081381236,POINT (-122.421056878203 37.792384081381236),105,4,3,32,13,9,10,28858,32,,,,,,,1,,,,,105
17009579106243,170095791,06243,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,02/03/2017,11:00,SOUTHERN,,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),32,1,10,34,14,2,9,28853,34,,,,,,,2,,,,,32
16099248663010,160992486,63010,WARRANTS,WARRANT ARREST,Tuesday,12/06/2016,23:10,SOUTHERN,"ARREST, BOOKED",600 Block of NATOMA ST,-122.41111824343544,37.77756071374055,POINT (-122.41111824343544 37.77756071374055),32,1,10,34,8,2,9,28853,34,24,1,6,1,6,,2,1,1,1,,32
17608636606244,176086366,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,03/31/2017,18:30,MISSION,,18TH ST / CAPP ST,-122.41827216642213,37.761902961302205,POINT (-122.41827216642213 37.761902961302205),53,3,2,20,2,4,7,28859,19,13,,15,3,15,,2,,,3,,53
16012033616710,160120336,16710,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,02/09/2016,23:37,TENDERLOIN,"ARREST, BOOKED",300 Block of EDDY ST,-122.4129305220591,37.783834437414136,POINT (-122.4129305220591 37.78383443741414),20,5,10,36,7,10,9,28852,36,17,1,18,,18,6,2,1,1,,,20
17094514665015,170945146,65015,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,11/20/2017,17:53,MISSION,"ARREST, BOOKED",HARRISON ST / 23RD ST,-122.41205070456178,37.75423027026244,POINT (-122.41205070456178 37.75423027026244),53,3,2,20,2,4,7,28859,19,,,,3,,,2,,,3,,53
18600782928150,186007829,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,01/01/2018,17:00,BAYVIEW,,MINNESOTA ST / 19TH ST,-122.39057495758534,37.76165276824085,POINT (-122.39057495758534 37.76165276824085),55,2,9,26,10,3,8,28856,29,20,,22,,22,14,1,,,,,55
16070846565015,160708465,65015,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,09/01/2016,09:38,BAYVIEW,"ARREST, BOOKED",REVERE AV / LANE ST,-122.39016481873107,37.731663069459444,POINT (-122.39016481873107 37.731663069459444),86,2,9,1,10,3,8,58,1,,,,,,,2,,,,,86
17016813865050,170168138,65050,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Tuesday,02/28/2017,09:13,INGLESIDE,"ARREST, BOOKED",SAN JOSE AV / SANTAYNEZ AV,-122.44238584810323,37.725792264920294,POINT (-122.44238584810323 37.725792264920294),94,9,1,28,9,7,6,28861,25,,,,,,,1,,,,70,94
17016234015161,170162340,15161,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,02/25/2017,23:00,TARAVAL,"ARREST, BOOKED",200 Block of SUMMIT ST,-122.45427542540878,37.717211212861244,POINT (-122.45427542540878 37.717211212861244),81,10,1,24,9,8,6,28861,24,,,,,,,2,,,,,81
16071083065050,160710830,65050,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Thursday,09/01/2016,23:25,CENTRAL,"ARREST, BOOKED",1300 Block of STOCKTON ST,-122.40878366302819,37.798099861687795,POINT (-122.40878366302819 37.798099861687795),106,6,3,6,3,1,10,308,4,,,,,,,2,,,,,106
17010718606244,170107186,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,02/02/2017,23:45,NORTHERN,,ELLIS ST / GOUGH ST,-122.42429589127546,37.78339830749756,POINT (-122.42429589127546 37.78339830749756),100,4,11,39,7,9,11,28858,41,,,,,,,2,,,,,100
17022882371000,170228823,71000,NON-CRIMINAL,LOST PROPERTY,Sunday,03/19/2017,15:00,TENDERLOIN,,300 Block of EDDY ST,-122.4129305220591,37.783834437414136,POINT (-122.4129305220591 37.78383443741414),20,5,10,36,7,10,9,28852,36,17,1,18,,18,6,2,1,1,,,20
16074405503074,160744055,03074,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,09/13/2016,15:48,SOUTHERN,"ARREST, BOOKED",1000 Block of HARRISON ST,-122.40443970383842,37.777058307998324,POINT (-122.40443970383842 37.777058307998324),32,1,10,34,14,2,9,28853,34,24,,6,,6,,2,,,,,32
16070001371000,160700013,71000,NON-CRIMINAL,LOST PROPERTY,Saturday,08/27/2016,00:01,NORTHERN,,2500 Block of VANNESS AV,-122.42390741064726,37.79904976072132,POINT (-122.42390741064726 37.79904976072132),107,4,6,32,13,9,1,28858,32,,,,,,,1,,,,,107
16041894372000,160418943,72000,NON-CRIMINAL,FOUND PROPERTY,Friday,05/20/2016,17:00,NORTHERN,,CHESTNUT ST / SCOTT ST,-122.4411783525367,37.80018816905135,POINT (-122.4411783525367 37.80018816905135),17,4,6,13,13,9,1,57,17,19,,21,,21,,1,,,,,17
16622478628150,166224786,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,09/29/2016,00:01,NORTHERN,,700 Block of ELLIS ST,-122.41856209710514,37.78418470913026,POINT (-122.41856209710514 37.78418470913026),20,5,10,36,7,9,9,28858,36,,,,,,,2,1,1,,,20
16621003606374,166210036,06374,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,09/08/2016,17:00,NORTHERN,,2300 Block of CHESTNUT ST,-122.44203869477604,37.80013628478799,POINT (-122.44203869477604 37.80013628478799),17,4,6,13,13,9,1,57,17,,,,,,,1,,,,,17
16088003506244,160880035,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,10/28/2016,20:00,MISSION,,SHOTWELL ST / 17TH ST,-122.4162303925434,37.76363377029855,POINT (-122.4162303925434 37.76363377029855),53,3,2,20,8,4,7,28859,19,12,,14,3,14,,2,,,3,,53
16630713806244,166307138,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,12/26/2016,22:00,CENTRAL,,800 Block of CALIFORNIA ST,-122.40860329796847,37.79205607184888,POINT (-122.40860329796847 37.79205607184888),16,6,3,21,5,1,10,28857,21,,,,,,,1,,,,,16
16019415965016,160194159,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,03/06/2016,16:55,BAYVIEW,"ARREST, CITED",1500 Block of HUDSON AV,-122.38731379987058,37.739568706605056,POINT (-122.38731379987058 37.739568706605056),86,2,9,1,10,3,8,58,1,,,,,,,2,,,,,86
16612317206244,166123172,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,05/24/2016,15:00,RICHMOND,,1100 Block of 9TH AV,-122.46650439711264,37.766201429685886,POINT (-122.46650439711264 37.766201429685886),9,8,11,12,11,6,11,29492,8,,,,,,,1,,,,,9
17078919807021,170789198,07021,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,09/26/2017,20:30,BAYVIEW,,3RD ST / EVANS AV,-122.38792738760918,37.7427030847405,POINT (-122.38792738760918 37.7427030847405),86,2,9,1,10,3,8,58,1,,,,,,,1,,,,,86
17102985016010,171029850,16010,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,12/21/2017,10:40,TARAVAL,"ARREST, BOOKED",1000 Block of OCEAN AV,-122.45364594949392,37.72327255110331,POINT (-122.45364594949392 37.72327255110331),64,10,8,24,9,8,4,28861,24,,,19,,19,13,2,,,,,64
17074412068020,170744120,68020,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,09/12/2017,00:34,SOUTHERN,,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),32,1,10,34,14,2,9,28853,34,,,,,,,2,,,,,32
17103376015200,171033760,15200,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,12/18/2017,00:01,TARAVAL,,800 Block of GONZALEZ DR,-122.48060634886455,37.71751858730814,POINT (-122.48060634886455 37.71751858730814),42,10,8,16,1,8,4,64,14,,,,,,,2,,,,,42
16067566061030,160675660,61030,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,08/21/2016,00:01,MISSION,,1100 Block of YORK ST,-122.40833337913,37.753633108800116,POINT (-122.40833337913 37.753633108800116),53,3,2,20,2,4,7,28859,19,,,,3,,,1,,,3,,53
16099569004134,160995690,04134,ASSAULT,BATTERY,Thursday,12/08/2016,10:05,SOUTHERN,,800 Block of MISSION ST,-122.40549311856641,37.7835879465324,POINT (-122.40549311856641 37.7835879465324),32,1,10,34,12,2,9,28853,34,,,,,,4,2,,,,,32
16066986764020,160669867,64020,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,08/19/2016,09:31,SOUTHERN,,100 Block of 6TH ST,-122.40797509304332,37.780309908281374,POINT (-122.40797509304332 37.780309908281374),32,1,10,34,14,2,9,28853,34,24,1,6,1,6,,2,1,1,1,,32
18001827264020,180018272,64020,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,01/07/2018,17:11,MISSION,,800 Block of SOUTH VAN NESS AV,-122.41701666351719,37.7595460924587,POINT (-122.41701666351719 37.7595460924587),53,3,2,20,2,4,7,28859,19,13,,15,3,15,,2,,,3,,53
16090890065015,160908900,65015,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,11/07/2016,22:30,NORTHERN,"ARREST, BOOKED",POLK ST / JACKSON ST,-122.42140697402185,37.79414189201084,POINT (-122.42140697402185 37.79414189201084),105,4,3,32,13,9,10,28858,32,,,,,,,1,,,,,105
17094517403011,170945174,03011,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Sunday,11/19/2017,02:00,SOUTHERN,,6TH ST / MISSION ST,-122.40871060666346,37.78097067220534,POINT (-122.40871060666346 37.78097067220534),32,1,10,34,14,2,9,28853,34,24,1,6,1,6,7,2,1,1,1,,32
16005759109320,160057591,09320,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,01/05/2016,22:09,RICHMOND,,600 Block of 9TH AV,-122.46708297380906,37.776140584815046,POINT (-122.46708297380906 37.776140584815046),5,8,4,11,11,6,2,54,11,6,,7,,7,,1,,,,,5
17628983306244,176289833,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,11/03/2017,21:00,INGLESIDE,,5200 Block of DIAMONDHEIGHTS BL,-122.4390659449591,37.744277476687685,POINT (-122.4390659449591 37.744277476687685),57,9,5,10,2,7,5,63,7,,,,,,,1,,,,,57
17002873603474,170028736,03474,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Wednesday,01/11/2017,14:30,INGLESIDE,,100 Block of MIRALOMA DR,-122.46122930155397,37.73658210724239,POINT (-122.46122930155397 37.73658210724239),117,9,8,41,9,7,4,59,40,,,,,,,1,,,,,117
16042274064020,160422740,64020,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,05/24/2016,00:11,MISSION,,1200 Block of TREAT AV,-122.4128304029496,37.7501495078008,POINT (-122.4128304029496 37.7501495078008),53,3,2,20,2,4,7,28859,19,,,,3,,,2,,,3,,53
17602496806244,176024968,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,01/28/2017,18:57,NORTHERN,,3100 Block of WEBSTER ST,-122.43420343594082,37.799403168774965,POINT (-122.43420343594082 37.799403168774965),15,4,6,13,13,9,1,57,17,,,,,,,1,,,,,15
16088561506244,160885615,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,10/30/2016,18:00,CENTRAL,,500 Block of THE EMBARCADERONORTH ST,-122.39823520360297,37.80017890406446,POINT (-122.39823520360297 37.80017890406446),77,6,3,8,3,1,10,28860,6,,,,,,,1,,,,,77
17056797203074,170567972,03074,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,07/13/2017,04:00,CENTRAL,,500 Block of GEARY ST,-122.41193389991467,37.78683073026106,POINT (-122.41193389991467 37.78683073026106),20,6,10,36,5,1,9,28852,36,,,,,,5,2,1,1,,,20
17049396310120,170493963,10120,FRAUD,"FALSE PRETENSES, PETTY THEFT",Sunday,06/11/2017,11:00,NORTHERN,,900 Block of FRANKLIN ST,-122.42253693130674,37.783393965091776,POINT (-122.42253693130674 37.783393965091776),100,4,11,39,7,9,11,28858,41,,,,,,,2,,,,,100
17092210006243,170922100,06243,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,11/11/2017,22:40,SOUTHERN,,3RD ST / STILLMAN ST,-122.39638183688473,37.781749223522596,POINT (-122.39638183688473 37.781749223522596),32,1,10,34,6,2,9,28856,34,,,,,,,2,,,,,32
17622648706224,176226487,06224,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,08/20/2017,18:10,NORTHERN,,800 Block of VANNESS AV,-122.42099691400047,37.7831032668735,POINT (-122.42099691400047 37.7831032668735),100,4,11,39,7,9,11,28858,41,,1,,,,,2,,,,,100
16059901062050,160599010,62050,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,07/25/2016,14:22,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.41431785788087,37.779944405204645,POINT (-122.41431785788087 37.779944405204645),21,5,10,36,7,10,9,28852,36,3,1,3,1,3,6,2,1,1,1,39,21
17096174405042,170961744,05042,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Wednesday,11/22/2017,16:00,NORTHERN,,1900 Block of VALLEJO ST,-122.42936514131392,37.79590196438491,POINT (-122.42936514131392 37.79590196438491),102,4,6,30,13,9,1,28858,27,,,,,,,1,,,,,102
16620696606244,166206966,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,08/30/2016,17:00,SOUTHERN,,200 Block of BRANNAN ST,-122.39176951921229,37.7821670175043,POINT (-122.39176951921229 37.7821670175043),31,1,10,8,6,2,9,28856,6,,,,,,,1,,,,,31
17094542572000,170945425,72000,NON-CRIMINAL,FOUND PROPERTY,Monday,11/20/2017,19:56,NORTHERN,,POLK ST / BROADWAY ST,-122.42177213530373,37.79594615319581,POINT (-122.42177213530373 37.79594615319581),105,4,3,32,13,9,10,28858,32,,,,,,,1,,,,,105
16070901563010,160709015,63010,WARRANTS,WARRANT ARREST,Thursday,09/01/2016,13:02,INGLESIDE,"ARREST, BOOKED",300 Block of MOULTRIE ST,-122.41591378658376,37.73969435606774,POINT (-122.41591378658376 37.73969435606774),83,9,2,2,2,7,7,28859,2,,,,,,,1,,,,,83
17047680628160,170476806,28160,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,06/11/2017,13:40,NORTHERN,,1900 Block of WEBSTER ST,-122.43203352038708,37.78865502669762,POINT (-122.43203352038708 37.78865502669762),102,4,6,30,13,9,1,29490,27,,,,,,,1,,,,,102
16621702606372,166217026,06372,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,09/18/2016,14:00,NORTHERN,,OCTAVIA ST / FELL ST,-122.42443663324563,37.77574035368264,POINT (-122.42443663324563 37.77574035368264),22,4,11,9,7,9,11,28852,10,,,,,,,1,,,,,22
16060641174000,160606411,74000,MISSING PERSON,MISSING ADULT,Friday,04/01/2016,00:01,BAYVIEW,,1100 Block of HUDSON AV,-122.38125041509443,37.73271547971497,POINT (-122.38125041509443 37.73271547971497),86,2,9,1,10,3,8,58,1,,,,,,,2,,,,,86
17085909262050,170859092,62050,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,10/20/2017,17:40,RICHMOND,"ARREST, BOOKED",12TH AV / GEARY BL,-122.47071772726078,37.780722360563445,POINT (-122.47071772726078 37.780722360563445),5,8,4,11,11,6,2,54,11,,,,,,,1,,,,,5
17030151026031,170301510,26031,ARSON,ARSON OF A VEHICLE,Wednesday,04/12/2017,21:50,BAYVIEW,,700 Block of INNES AV,-122.37292607972161,37.730459961039685,POINT (-122.37292607972161 37.730459961039685),76,2,9,1,10,3,8,58,1,,,,,,,2,,,,,76
17077827603044,170778276,03044,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Saturday,09/23/2017,18:30,RICHMOND,"ARREST, BOOKED",800 Block of LA PLAYA ST,-122.50989541823887,37.772313197681385,POINT (-122.50989541823887 37.772313197681385),8,8,4,29,11,6,2,55,26,,,,,,,1,,,,,8
16900569065050,169005690,65050,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Tuesday,08/30/2016,02:41,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),32,1,10,34,14,2,9,28853,34,,,,,,,2,,,,,32
17096322306243,170963223,06243,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,11/21/2017,13:30,SOUTHERN,,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),32,1,10,34,14,2,9,28853,34,,,,,,,2,,,,,32
17004830864070,170048308,64070,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,01/18/2017,11:00,TARAVAL,,2600 Block of SAN JOSE AV,-122.44991813814708,37.716611150906395,POINT (-122.44991813814708 37.716611150906395),81,10,1,24,9,8,6,28861,24,,,,,,,2,,,,,81
16023740851040,160237408,51040,NON-CRIMINAL,AIDED CASE,Monday,03/21/2016,21:29,CENTRAL,,300 Block of STOCKTON ST,-122.40688650360607,37.78873457635266,POINT (-122.40688650360607 37.78873457635266),19,6,3,8,5,1,10,28857,6,10,,12,,12,5,2,,,,,19
16052772665016,160527726,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,06/29/2016,15:28,BAYVIEW,"ARREST, BOOKED",0 Block of POMONA ST,-122.39337985566175,37.73170815257377,POINT (-122.39337985566175 37.73170815257377),87,2,9,1,10,3,8,58,1,,,,,,,2,,,,,87
16088543306113,160885433,06113,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,10/29/2016,17:00,SOUTHERN,,MARKET ST / 2ND ST,-122.40137806754392,37.78926393104578,POINT (-122.40137806754392 37.78926393104578),108,6,3,8,4,2,10,28855,6,,,,,,,2,,,,35,108
17602081906244,176020819,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/18/2017,03:00,RICHMOND,,3200 Block of GEARY BL,-122.45370298069071,37.781784073342514,POINT (-122.45370298069071 37.781784073342514),11,8,6,31,11,6,1,54,31,,,,,,,1,,,,,11
16017648605043,160176486,05043,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,02/28/2016,20:30,PARK,,1500 Block of GOLDEN GATE AV,-122.43606773551845,37.778985083717174,POINT (-122.43606773551845 37.77898508371718),97,4,11,39,15,5,11,29490,41,,,,,,,2,,,,,97
18009196105033,180091961,05033,BURGLARY,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY",Friday,02/02/2018,09:30,NORTHERN,,700 Block of POLK ST,-122.41915919098442,37.7833430636234,POINT (-122.41915919098442 37.7833430636234),20,4,10,36,7,9,9,28858,36,,1,,,,,2,1,1,,,20
18007591504011,180075915,04011,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Sunday,01/28/2018,21:44,MISSION,,21ST ST / SHOTWELL ST,-122.4156293324455,37.75723222791403,POINT (-122.4156293324455 37.75723222791403),53,3,2,20,2,4,7,28859,19,13,,15,3,15,,2,,,3,,53
16079903828150,160799038,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,10/01/2016,20:20,BAYVIEW,,1400 Block of KANSAS ST,-122.40231683973485,37.75125335119226,POINT (-122.40231683973485 37.75125335119226),54,2,9,26,10,3,8,28856,29,,,,,,,2,,,,,54
17002873603474,170028736,03474,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Wednesday,01/11/2017,14:30,INGLESIDE,,100 Block of MIRALOMA DR,-122.46122930155397,37.73658210724239,POINT (-122.46122930155397 37.73658210724239),117,9,8,41,9,7,4,59,40,,,,,,,1,,,,,117
16042274064020,160422740,64020,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,05/24/2016,00:11,MISSION,,1200 Block of TREAT AV,-122.4128304029496,37.7501495078008,POINT (-122.4128304029496 37.7501495078008),53,3,2,20,2,4,7,28859,19,,,,3,,,2,,,3,,53
17601600606372,176016006,06372,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,01/16/2017,14:35,NORTHERN,,GEARY ST / VANNESS AV,-122.4213958191147,37.78568433894721,POINT (-122.4213958191147 37.78568433894721),100,4,11,39,13,9,11,28858,41,,,,,,10,1,,,,,100
16101765507026,161017655,07026,VEHICLE THEFT,STOLEN MISCELLANEOUS VEHICLE,Wednesday,12/14/2016,23:00,BAYVIEW,,300 Block of TOLAND ST,-122.39812726344613,37.744685147479274,POINT (-122.39812726344613 37.744685147479274),85,2,9,1,10,3,8,58,1,,,,,,,1,,,,,85
11082415274000,110824152,74000,MISSING PERSON,MISSING ADULT,Saturday,09/24/2011,11:00,TARAVAL,LOCATED,3200 Block of SAN JOSE AV,-122.459172646607,37.7082001648459,POINT (-122.459172646607 37.7082001648459),,,,,,,,28588,,,,,,,,,,,,,
4037801104134,040378011,04134,ASSAULT,BATTERY,Friday,12/12/2003,12:00,SOUTHERN,,500 Block of I-80,-122.386667033903,37.7898821569191,POINT (-122.38666703390301 37.7898821569191),,,,,,,,28856,,,,,,,,,,,,,
4147669007025,041476690,07025,VEHICLE THEFT,STOLEN TRUCK,Thursday,12/30/2004,19:00,BAYVIEW,,100 Block of KAREN CT,-122.407531316146,37.723291086507,POINT (-122.40753131614602 37.723291086507),91,2,2,25,10,3,7,309,28,,,,,,,1,,,,,91
16010127305073,160101273,05073,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,02/03/2016,20:30,MISSION,"ARREST, BOOKED",2300 Block of 16TH ST,-122.40952991327822,37.76571843952822,POINT (-122.40952991327822 37.76571843952822),53,3,9,20,8,4,8,28853,19,,,,3,,,2,,,3,,53
17004924306243,170049243,06243,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,01/18/2017,18:20,TARAVAL,,NORIEGA ST / SUNSET BL,-122.49522504431104,37.75341185338174,POINT (-122.49522504431104 37.75341185338174),39,10,7,35,1,8,3,56,35,,,,,,,1,,,,,39
16065828006244,160658280,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,08/14/2016,21:00,TARAVAL,,3200 Block of 20TH AV,-122.47564746078615,37.72852806274646,POINT (-122.47564746078615 37.72852806274647),41,10,8,16,1,8,4,64,14,,,,,,,2,,,,,41
